0,1.7625,0.172455,-0.118145,-1.77853,-0.00152538,0,-25.5884,123.641,-219.356,-143.334,0,0,0,0,0,0
1,1.7625,0.140085,-0.0574675,-1.92088,-0.0906862,0,-42.9809,-54.8717,53.2764,255.201,0,42281.2,401766,-391878,134927,0.0010101
2,1.7625,0.088813,-0.185321,-1.81301,0.0655828,0,164.25,-604.521,1347.28,-1515.3,0,162878,-945919,1.67294e+06,-1.88772e+06,0.0020202
3,1.7625,0.0772215,-0.150373,-1.78355,0.220218,0,-1096.13,1916.9,-5539.81,5323.11,0,-845944,1.53022e+06,-4.41485e+06,4.46837e+06,0.0030303
4,1.7625,0.106273,-0.176278,-1.56267,-0.0444008,0,2048.39,-4630.52,11163.4,-7298.5,0,1.24036e+06,-2.64021e+06,6.58295e+06,-4.4661e+06,0.0040404
5,1.7625,0.0329692,-0.0951965,-1.79678,0.0832425,0,1337.07,6691.05,-13000,10456.9,0,402577,3.06463e+06,-5.96384e+06,4.52651e+06,0.00505051
6,1.7625,0.0593854,-0.191539,-1.70751,0.161548,0,-11151.7,-2235.13,9761.23,-29220.1,0,-3.91973e+06,-996585,3.70295e+06,-1.02608e+07,0.00606061
7,1.7625,0.164935,-0.154589,-1.78003,0.330947,0,22893.6,-7710.63,-10237.1,60471.3,0,6.96909e+06,-2.28034e+06,-3.0683e+06,1.83972e+07,0.00707071
8,1.7625,0.0722339,-0.0680881,-1.84904,0.0113182,0,-35912.4,8590.59,36746.3,-85701.8,0,-9.47235e+06,2.39096e+06,9.39431e+06,-2.27697e+07,0.00808081
9,1.7625,0.175309,-0.140072,-1.90732,0.287885,0,49878.1,6557.9,-86239.1,102453,0,1.16571e+07,1.39787e+06,-1.99588e+07,2.40136e+07,0.00909091
10,1.7625,0.0337286,-0.176478,-1.60751,0.0510525,0,-51585.3,-23110.4,109104,-104263,0,-1.09027e+07,-4.79875e+06,2.29875e+07,-2.19889e+07,0.010101
11,1.7625,0.168893,-0.105357,-1.90921,0.313712,0,29752.1,34009.2,-62172.4,59452.2,0,5.80521e+06,6.40757e+06,-1.22135e+07,1.16565e+07,0.0111111
12,1.7625,0.122082,-0.138975,-1.75475,0.16543,0,-1498.12,-48687,-27707,27933.4,0,-335859,-8.35873e+06,-4.46585e+06,4.48554e+06,0.0121212
13,1.7625,0.0777166,-0.071559,-1.61127,0.0521319,0,-13044.1,49815.2,97465.7,-60918.6,0,-2.05302e+06,7.99176e+06,1.53646e+07,-9.81828e+06,0.0131313
14,1.7625,0.0801175,-0.181804,-1.72074,0.278767,0,13965,-11926.9,-134532,-27969.6,0,2.07385e+06,-1.91678e+06,-1.97428e+07,-3.71718e+06,0.0141414
15,1.7625,0.0384944,-0.179744,-1.56203,0.323443,0,11527.7,-19449.1,168242,173915,0,1.46778e+06,-2.66602e+06,2.29558e+07,2.34961e+07,0.0151515
16,1.7625,0.046522,-0.0917666,-1.65244,0.155581,0,-32418.9,5224.18,-254653,-349416,0,-4.17319e+06,732369,-3.23506e+07,-4.43388e+07,0.0161616
